lang	age	target	word	error	file	correct	child
Greek	2a	ts	tsuz	m	g2at08f112.cha	m	08
Greek	2a	overlap	ximo	m	g2at10m312.cha	m	10
Greek	2a	k	kord	m	g2at02f221.cha	m	02
Greek	2a	ts	tsai	m	g2at11f221.cha	m	11
Greek	2a	Noise	xere	m	g2at11f222.cha	m	11
Greek	2a	kj	kimt	m	g2at05f212.cha	m	05
Greek	3b	overlap	xere	m	g3bt15f222.cha	m	15
Greek	3b	T	thio	m	g3bt24m321.cha	m	24
Greek	3b	C	ximo	m	g3bt18f212.cha	m	18
Greek	3b	overlap	kune	m	g3bt20m221.cha	m	20
Greek	3a	overlap	suvl	m	g3at07f321.cha	m	07
Greek	3a	Inaudible	soda	m	g3at07f321.cha	m	07
Greek	3a	Noise	sosi	m	g3at01m222.cha	m	01
Greek	3a	s	svla	m	g3at08m222.cha	m	08
Greek	3a	Noise	suvl	m	g3at01m221.cha	m	01
Greek	3a	kj	kima	m	g3at11f312.cha	m	11
Greek	3a	Noise	sedo	m	g3at12f212.cha	m	12
Greek	3a	s	sedo	m	g3at12f212.cha	m	12
Greek	3a	ts	tsul	m	g3at04m311.cha	m	04
Greek	2a	kj	kjal	kj:$ts	g2at09m121.cha	1	09
Greek	3a	kj	kial	kj:$tj	g3at11f311.cha	1	11
Greek	3a	kj	kera	kj:$tj	g3at04m312.cha	1	04
Greek	2b	kj	kipo	kj:$t	g2bt21f311.cha	1	21
Greek	2b	kj	kera	kj:$t	g2bt16m121.cha	1	16
Greek	2b	kj	kima	kj:$t	g2bt23m221.cha	1	23
Greek	2b	kj	kedr	kj:$t	g2bt18f122.cha	1	18
Greek	2b	kj	kima	kj:$t	g2bt18f121.cha	1	18
Greek	2a	Noise	kedr	kj:$t	g2at02f222.cha	1	02
Greek	2a	kj	kipo	kj:$t	g2at02f222.cha	1	02
Greek	2a	kj	kipo	kj:$t	g2at03f222.cha	1	03
Greek	2a	kj	kedr	kj:$t	g2at05f211.cha	1	05
Greek	3b	kj	kima	kj:$t	g3bt24m321.cha	1	24
Greek	3b	kj	kera	kj:$t	g3bt24m321.cha	1	24
Greek	3b	kj	kial	kj:$t	g3bt17m311.cha	1	17
Greek	3a	kj	kimt	kj:$t	g3at10f121.cha	1	10
Greek	3a	kj	kera	kj:$t	g3at10f121.cha	1	10
Greek	3a	kj	kimt	kj:$t	g3at02m112.cha	1	02
Greek	3a	kj	kimt	kj:$t	g3at05f212.cha	1	05
Greek	3a	kj	kefa	kj:$t	g3at01m222.cha	1	01
Greek	3a	kj	kera	kj:$t	g3at01m221.cha	1	01
Greek	3a	kj	kimt	kj:$t	g3at04m312.cha	1	04
Greek	2a	kj	kimt	kj:$C	g2at01f112.cha	1	01
Greek	2a	kj	kimt	kj:$C	g2at03f221.cha	1	03
Greek	3a	kj	kial	kj:+xkj	g3at08m222.cha	1	08
Greek	2b	kj	kedr	kj:+tc}	g2bt23m222.cha	1	23
Greek	2b	kj	kipo	kj:+tc}	g2bt18f122.cha	1	18
Greek	2b	kj	kial	kj:+tc}	g2bt14m211.cha	1	14
Greek	2a	kj	kima	kj:+tc}	g2at07m312.cha	1	07
Greek	2a	kj	kjal	kj:+tc}	g2at05f212.cha	1	05
Greek	3b	kj	kimt	kj:+tc}	g3bt17m312.cha	1	17
Greek	3b	kj	kial	kj:+tc}	g3bt15f222.cha	1	15
Greek	3b	kj	kima	kj:+tc}	g3bt23m212.cha	1	23
Greek	3a	kj	kima	kj:+tc}	g3at07f321.cha	1	07
Greek	3a	kj	kera	kj:+tc}	g3at13m121.cha	1	13
Greek	3a	kj	kima	kj:+tc}	g3at08m221.cha	1	08
Greek	3a	kj	kial	kj:+tc}	g3at01m222.cha	1	01
Greek	3a	kj	kjal	kj:+tc}	g3at11f312.cha	1	11
Greek	3a	DF	kipo	kj:+tc}	g3at12f211.cha	1	12
Greek	2b	kj	kimt	kj:+kjh	g2bt16m121.cha	1	16
Greek	3b	Noise	kima	kj:+kC	g3bt15f221.cha	1	15
Greek	3a	kj	kima	kj:+kC	g3at02m112.cha	1	02
Greek	3a	kj	kima	kj:+kC	g3at05f212.cha	1	05
Greek	3a	kj	kimt	kj:+kC	g3at08m221.cha	1	08
Greek	2a	kj	kimt	kj:#	g2at07m312.cha	1	07
Greek	2a	k	karp	k:$x	g2at03f222.cha	1	03
Greek	2b	overlap	koka	k:$t	g2bt19m211.cha	1	19
Greek	2a	k	kast	k:$t	g2at02f221.cha	1	02
Greek	3a	k	karp	k:$kj	g3at11f311.cha	1	11
Greek	3b	k	kukl	k:$g	g3bt19f112.cha	1	19
Greek	2b	k	kart	k:+xkx	g2bt14m211.cha	1	14
Greek	3a	k	kast	k:+tk	g3at10f121.cha	1	10
Greek	2b	k	kukl	k:+kx	g2bt21f312.cha	1	21
Greek	2b	k	kart	k:+kx	g2bt23m222.cha	1	23
Greek	2b	k	kord	k:+kx	g2bt16m121.cha	1	16
Greek	2b	k	kast	k:+kx	g2bt16m121.cha	1	16
Greek	2b	k	karp	k:+kx	g2bt19m211.cha	1	19
Greek	2b	k	karp	k:+kx	g2bt18f122.cha	1	18
Greek	2b	k	kunj	k:+kx	g2bt18f122.cha	1	18
Greek	2a	k	kunj	k:+kx	g2at07m311.cha	1	07
Greek	2a	k	kunj	k:+kx	g2at03f222.cha	1	03
Greek	3b	k	kord	k:+kx	g3bt19f112.cha	1	19
Greek	3b	k	kast	k:+kx	g3bt15f221.cha	1	15
Greek	3b	k	koki	k:+kx	g3bt23m211.cha	1	23
Greek	3b	DF	kart	k:+kx	g3bt20m222.cha	1	20
Greek	3a	Noise	kast	k:+kx	g3at05f212.cha	1	05
Greek	3a	k	kord	k:+kx	g3at05f212.cha	1	05
Greek	3a	k	kukl	k:+kx	g3at07f321.cha	1	07
Greek	3a	k	kord	k:+kx	g3at07f321.cha	1	07
Greek	3a	k	kart	k:+kx	g3at07f322.cha	1	07
Greek	3a	k	koka	k:+kx	g3at07f322.cha	1	07
Greek	3a	k	kord	k:+kx	g3at08m221.cha	1	08
Greek	3a	k	koka	k:+kx	g3at08m222.cha	1	08
Greek	3a	k	kunj	k:+kx	g3at11f311.cha	1	11
Greek	3a	k	kunj	k:+kx	g3at12f211.cha	1	12
Greek	3a	k	kart	k:+kx	g3at04m311.cha	1	04
Greek	3a	k	kunj	k:+kx	g3at04m311.cha	1	04
Greek	3a	k	koka	k:+kx	g3at04m311.cha	1	04
Greek	3a	k	kord	k:+kx	g3at04m312.cha	1	04
Greek	3a	k	kune	k:+kx	g3at04m312.cha	1	04
Greek	2a	k	kunj	k:+kh	g2at02f222.cha	1	02
Greek	3b	DF	kast	k:+kG	g3bt14m121.cha	1	14
Greek	2a	overlap	kord	k:#	g2at02f221.cha	1	02
Greek	2b	x	xala	E	g2bt19m211.cha	0	19
Greek	2b	x	xara	E	g2bt26m321.cha	0	26
Greek	3a	kj	kimt	deletion:$C	g3at01m221.cha	0	01
Greek	2a	C	xere	deletion:+j	g2at09m122.cha	0	09
Greek	2b	s	sosi	deletion:+h	g2bt16m122.cha	0	16
Greek	2b	s	sern	deletion:+h	g2bt23m222.cha	0	23
Greek	2b	k	kune	deletion:+h	g2bt23m221.cha	0	23
Greek	2b	t	timo	deletion:+h	g2bt23m221.cha	0	23
Greek	2b	t	tasa	deletion:+h	g2bt17f221.cha	0	17
Greek	2b	x	xara	deletion:+h	g2bt17f221.cha	0	17
Greek	2b	x	xore	deletion:+h	g2bt17f221.cha	0	17
Greek	2b	x	xoma	deletion:+h	g2bt17f221.cha	0	17
Greek	2b	t	tasa	deletion:+h	g2bt13f112.cha	0	13
Greek	2b	t	tost	deletion:+h	g2bt13f111.cha	0	13
Greek	2a	s	supa	deletion:+h	g2at04m211.cha	0	04
Greek	2a	k	kukl	deletion:+h	g2at09m121.cha	0	09
Greek	2a	s	sosi	deletion:+h	g2at09m122.cha	0	09
Greek	2a	s	Sali	deletion:+h	g2at09m122.cha	0	09
Greek	2a	T	thik	deletion:+h	g2at02f222.cha	0	02
Greek	2a	DF	tski	deletion:+h	g2at02f222.cha	0	02
Greek	2a	C	ximo	deletion:+h	g2at02f221.cha	0	02
Greek	2a	C	xelo	deletion:+h	g2at03f222.cha	0	03
Greek	2b	k	kord	deletion	g2bt21f312.cha	0	21
Greek	2b	ts	tski	deletion	g2bt16m122.cha	0	16
Greek	2b	s	side	deletion	g2bt16m122.cha	0	16
Greek	2b	DF	tsul	deletion	g2bt23m222.cha	0	23
Greek	2b	t	tost	deletion	g2bt21f311.cha	0	21
Greek	2b	s	sala	deletion	g2bt21f311.cha	0	21
Greek	2b	s	suvl	deletion	g2bt16m121.cha	0	16
Greek	2b	s	savr	deletion	g2bt16m121.cha	0	16
Greek	2b	C	xeri	deletion	g2bt16m121.cha	0	16
Greek	2b	s	siro	deletion	g2bt23m221.cha	0	23
Greek	2b	s	sedo	deletion	g2bt23m221.cha	0	23
Greek	2b	t	toks	deletion	g2bt17f221.cha	0	17
Greek	2b	t	toks	deletion	g2bt17f221.cha	0	17
Greek	2b	kj	kjal	deletion	g2bt17f221.cha	0	17
Greek	2b	ts	tsig	deletion	g2bt17f221.cha	0	17
Greek	2b	t	tebe	deletion	g2bt17f222.cha	0	17
Greek	2b	x	xort	deletion	g2bt17f222.cha	0	17
Greek	2b	kj	kefa	deletion	g2bt17f222.cha	0	17
Greek	2b	x	xala	deletion	g2bt17f222.cha	0	17
Greek	2b	C	Xith	deletion	g2bt17f222.cha	0	17
Greek	2b	s	sala	deletion	g2bt17f222.cha	0	17
Greek	2b	t	tebe	deletion	g2bt14m211.cha	0	14
Greek	2b	t	toks	deletion	g2bt13f112.cha	0	13
Greek	2b	s	sosi	deletion	g2bt13f111.cha	0	13
Greek	2b	t	tera	deletion	g2bt13f111.cha	0	13
Greek	2a	ts	tski	deletion	g2at04m211.cha	0	04
Greek	2a	C	xelo	deletion	g2at04m211.cha	0	04
Greek	2a	t	tebe	deletion	g2at04m211.cha	0	04
Greek	2a	x	xort	deletion	g2at04m211.cha	0	04
Greek	2a	ts	tsul	deletion	g2at04m211.cha	0	04
Greek	2a	T	thim	deletion	g2at04m211.cha	0	04
Greek	2a	C	Xith	deletion	g2at04m211.cha	0	04
Greek	2a	s	sala	deletion	g2at04m211.cha	0	04
Greek	2a	s	sern	deletion	g2at04m211.cha	0	04
Greek	2a	k	karp	deletion	g2at04m211.cha	0	04
Greek	2a	x	xala	deletion	g2at04m211.cha	0	04
Greek	2a	t	tost	deletion	g2at04m211.cha	0	04
Greek	2a	t	tost	deletion	g2at04m211.cha	0	04
Greek	2a	x	xapi	deletion	g2at04m211.cha	0	04
Greek	2a	kj	kefa	deletion	g2at04m211.cha	0	04
Greek	2a	kj	kefa	deletion	g2at04m211.cha	0	04
Greek	2a	t	timo	deletion	g2at04m212.cha	0	04
Greek	2a	x	xore	deletion	g2at04m212.cha	0	04
Greek	2a	kj	kjal	deletion	g2at04m212.cha	0	04
Greek	2a	kj	kima	deletion	g2at04m212.cha	0	04
Greek	2a	k	kord	deletion	g2at04m212.cha	0	04
Greek	2a	s	soda	deletion	g2at04m212.cha	0	04
Greek	2a	s	suvl	deletion	g2at04m212.cha	0	04
Greek	2a	s	suvl	deletion	g2at04m212.cha	0	04
Greek	2a	x	xara	deletion	g2at04m212.cha	0	04
Greek	2a	s	sedo	deletion	g2at04m212.cha	0	04
Greek	2a	C	ximo	deletion	g2at04m212.cha	0	04
Greek	2a	t	turi	deletion	g2at04m212.cha	0	04
Greek	2a	s	siro	deletion	g2at04m212.cha	0	04
Greek	2a	t	tasa	deletion	g2at04m212.cha	0	04
Greek	2a	C	ximo	deletion	g2at09m121.cha	0	09
Greek	2a	s	siro	deletion	g2at09m121.cha	0	09
Greek	2a	ts	tsib	deletion	g2at01f112.cha	0	01
Greek	2a	t	tebe	deletion	g2at08f111.cha	0	08
Greek	2a	kj	kial	deletion	g2at09m122.cha	0	09
Greek	2a	kj	kial	deletion	g2at09m122.cha	0	09
Greek	2a	t	tebe	deletion	g2at01f111.cha	0	01
Greek	2a	ts	tsis	deletion	g2at01f111.cha	0	01
Greek	2a	kj	kefa	deletion	g2at01f111.cha	0	01
Greek	2a	s	sedo	deletion	g2at08f112.cha	0	08
Greek	2a	t	tost	deletion	g2at02f222.cha	0	02
Greek	2a	s	Sali	deletion	g2at02f222.cha	0	02
Greek	2a	s	Sali	deletion	g2at02f222.cha	0	02
Greek	2a	DF	karp	deletion	g2at02f222.cha	0	02
Greek	2a	x	xort	deletion	g2at02f222.cha	0	02
Greek	2a	x	xort	deletion	g2at02f222.cha	0	02
Greek	2a	kj	kefa	deletion	g2at02f222.cha	0	02
Greek	2a	k	kart	deletion	g2at02f222.cha	0	02
Greek	2a	x	xala	deletion	g2at02f222.cha	0	02
Greek	2a	x	xapi	deletion	g2at02f222.cha	0	02
Greek	2a	T	thim	deletion	g2at02f222.cha	0	02
Greek	2a	s	supa	deletion	g2at02f222.cha	0	02
Greek	2a	t	tebe	deletion	g2at10m311.cha	0	10
Greek	2a	t	timo	deletion	g2at02f221.cha	0	02
Greek	2a	t	tasa	deletion	g2at02f221.cha	0	02
Greek	2a	x	xara	deletion	g2at02f221.cha	0	02
Greek	2a	C	xeri	deletion	g2at02f221.cha	0	02
Greek	2a	x	xore	deletion	g2at02f221.cha	0	02
Greek	2a	kj	kimt	deletion	g2at02f221.cha	0	02
Greek	2a	s	sedo	deletion	g2at02f221.cha	0	02
Greek	2a	s	suvl	deletion	g2at02f221.cha	0	02
Greek	2a	x	xoma	deletion	g2at02f221.cha	0	02
Greek	2a	t	tasa	deletion	g2at03f221.cha	0	03
Greek	2a	k	kord	deletion	g2at05f212.cha	0	05
Greek	2a	She	sedo	deletion	g2at05f212.cha	0	05
Greek	3b	k	kune	deletion	g3bt17m312.cha	0	17
Greek	3b	t	tebe	deletion	g3bt15f222.cha	0	15
Greek	3b	T	thim	deletion	g3bt17m311.cha	0	17
Greek	3b	Noise	tost	deletion	g3bt18f211.cha	0	18
Greek	3b	s	sosi	deletion	g3bt23m211.cha	0	23
Greek	3b	x	xara	deletion	g3bt20m221.cha	0	20
Greek	3b	C	xeri	deletion	g3bt20m221.cha	0	20
Greek	3b	t	turi	deletion	g3bt20m221.cha	0	20
Greek	3b	t	turi	deletion	g3bt20m221.cha	0	20
Greek	3b	t	turi	deletion	g3bt20m221.cha	0	20
Greek	3a	ts	tsul	deletion	g3at08m222.cha	0	08
Greek	3a	DF	Xith	deletion	g3at08m222.cha	0	08
Greek	3a	k	kord	deletion	g3at01m221.cha	0	01
Greek	3a	s	sedo	deletion	g3at01m221.cha	0	01
Greek	3a	s	side	deletion	g3at04m311.cha	0	04
Greek	2b	C	xere	C:$s	g2bt18f122.cha	1	18
Greek	2a	C	Xith	C:$s	g2at10m311.cha	1	10
Greek	2a	C	ximo	C:$s	g2at03f221.cha	1	03
Greek	2a	DF	ximo	C:$s	g2at05f212.cha	1	05
Greek	3b	C	xeri	C:$s	g3bt24m321.cha	1	24
Greek	2b	C	xelo	C:$kj	g2bt26m322.cha	1	26
Greek	2b	C	xelo	C:$kj	g2bt14m211.cha	1	14
Greek	3b	C	xeri	C:$kj	g3bt23m212.cha	1	23
Greek	3b	C	xelo	C:+S	g3bt24m322.cha	1	24
Greek	3b	C	xere	C:+S	g3bt14m122.cha	1	14
Greek	2b	C	xelo	C:+h	g2bt23m222.cha	1	23
Greek	2b	C	xeri	C:+h	g2bt16m121.cha	1	16
Greek	2b	C	xeri	C:#	g2bt25m112.cha	1	25
Greek	2b	C	xere	C:#	g2bt19m211.cha	1	19
Greek	3a	kj	kedr	$z:+nz	g3at04m311.cha	0	04
Greek	2b	k	kord	$z	g2bt17f221.cha	0	17
Greek	2a	s	svla	$z	g2at07m311.cha	0	07
Greek	3b	s	side	$z	g3bt24m322.cha	0	24
Greek	3a	s	sern	$z	g3at04m311.cha	0	04
Greek	3a	ts	tsuz	$z	g3at04m312.cha	0	04
Greek	2b	ts	tsux	$xl:#	g2bt18f122.cha	0	18
Greek	2b	s	Sali	$xj:s	g2bt14m211.cha	0	14
Greek	2b	s	soda	$xj:s	g2bt14m212.cha	0	14
Greek	2b	s	savr	$xj:s	g2bt14m212.cha	0	14
Greek	2a	s	sosi	$xj:s	g2at04m211.cha	0	04
Greek	2a	s	supa	$xj:s	g2at08f111.cha	0	08
Greek	2a	s	Sali	$xj:s	g2at08f111.cha	0	08
Greek	2a	s	suvl	$xj:s	g2at05f212.cha	0	05
Greek	2a	s	soma	$xj:s	g2at05f212.cha	0	05
Greek	2a	s	Sali	$xj:s	g2at05f211.cha	0	05
Greek	2a	s	svla	$xj:s	g2at05f211.cha	0	05
Greek	3a	s	svla	$xj:s	g3at11f311.cha	0	11
Greek	3a	s	suvl	$xj:$ts	g3at11f312.cha	0	11
Greek	2b	kj	kjal	$xj:$s	g2bt14m212.cha	0	14
Greek	2a	s	sosi	$xj:+h	g2at04m211.cha	0	04
Greek	2b	kj	kjal	$xj:#	g2bt18f121.cha	0	18
Greek	2a	ts	tsux	$xj:#	g2at01f111.cha	0	01
Greek	2b	kj	kjal	$xj	g2bt26m321.cha	0	26
Greek	2b	s	supa	$xj	g2bt14m211.cha	0	14
Greek	2b	s	sala	$xj	g2bt14m211.cha	0	14
Greek	2b	s	Sali	$xj	g2bt13f111.cha	0	13
Greek	2a	s	sine	$xj	g2at04m211.cha	0	04
Greek	2a	s	sosi	$xj	g2at07m311.cha	0	07
Greek	2a	s	Sali	$xj	g2at07m311.cha	0	07
Greek	2a	ts	tsai	$xj	g2at09m121.cha	0	09
Greek	2a	s	supa	$xj	g2at05f211.cha	0	05
Greek	3b	s	Sali	$xj	g3bt19f111.cha	0	19
Greek	3b	k	kunj	$xj	g3bt17m311.cha	0	17
Greek	3a	Noise	kial	$xj	g3at04m311.cha	0	04
