lang	age	target	word	error	file	correct	child
English	2a	tʃʰ	chipmunk	tSh:$th	e2at07m311.cha	1	07
English	3b	tʃʰ	chimney	tSh:$S	e3bt22f322.cha	1	22
English	3a	tʃʰ	chasing	tSh:$S	e3at11m312.cha	1	11
English	2b	tʃʰ	chalkboard	tSh:$S	e2bt22m311.cha	1	22
English	3b	tʃʰ	chips	tSh:$kjh	e3bt16f211.cha	1	16
English	3b	tʃʰ	chasing	tSh:$dZ	e3bt20m121.cha	1	20
English	3a	tʃ	choose	tSh:$dZ	e3at13f111.cha	1	13
English	3a	ðɸ	chipmunk	tSh:$dZ	e3at01f211.cha	1	01
English	3a	tʃʰ	chess	tSh:$dZ	e3at02m212.cha	1	02
English	2b	tʃʰ	chipmunk	tSh:$dZ	e2bt14f322.cha	1	14
English	2b	tʃʰ	choose	tSh:$dZ	e2bt18m111.cha	1	18
English	2a	ðɸ	choo	tSh:$dZ	e2at03f121.cha	1	03
English	3b	tʃʰ	chewing	tSh:+tSwh	e3bt24f221.cha	1	24
English	3b	tʃʰ	chosen	tSh:+tSwh	e3bt24f221.cha	1	24
English	3a	tʃʰ	choose	tSh:+tSwh	e3at09m122.cha	1	09
English	2b	tʃʰ	chosen	tSh:+tswh	e2bt13m311.cha	1	13
English	3b	tʃʰ	chart	tSh:+tsh	e3bt24f222.cha	1	24
English	3b	tʃʰ	chimney	tSh:+tsh	e3bt18f311.cha	1	18
English	3b	tʃʰ	chart	tSh:+tsh	e3bt22f322.cha	1	22
English	3a	tʃʰ	chipmunk	tSh:+tsh	e3at09m121.cha	1	09
English	3a	tʃʰ	chipmunk	tSh:+tsh	e3at09m121.cha	1	09
English	3a	tʃʰ	chips	tSh:+tsh	e3at01f211.cha	1	01
English	2b	tʃʰ	chewing	tSh:+tsh	e2bt24f111.cha	1	24
English	2b	tʃʰ	chop	tSh:+tsh	e2bt18m111.cha	1	18
English	2b	tʃʰ	chewing	tSh:+tsh	e2bt18m111.cha	1	18
English	3a	tʃʰ	choking	tSh:+tjh	e3at07m112.cha	1	07
English	3a	tʃʰ	checkers	tSh:+tjh	e3at01f212.cha	1	01
English	3a	tʃʰ	chores	tSh:+tjh	e3at05m221.cha	1	05
English	2b	tʃʰ	chores	tSh:+tjh	e2bt19m221.cha	1	19
English	2a	tʃʰ	chewing	tSh:+tjh	e2at06m322.cha	1	06
English	3a	ðɸ	chewing	tSh:#	e3at03f111.cha	1	03
English	3a	tʰ	torn	th:$twh	e3at02m212.cha	1	02
English	3b	tʰ	tuna	th:$tSh	e3bt25m212.cha	1	25
English	3a	tʰ	tuna	th:$tSh	e3at04f112.cha	1	04
English	2b	ðɸ	tooth	th:$tSh	e2bt11m222.cha	1	11
English	2b	tʰ	tall	th:$tSh	e2bt18m111.cha	1	18
English	2b	tʰ	tepee	th:$tSh	e2bt16m321.cha	1	16
English	2a	tʰ	tube	th:$tSh	e2at04m221.cha	1	04
English	2a	tʰ	teacher	th:$tSh	e2at10m211.cha	1	10
English	2a	tʰ	tail	th:$tSh	e2at01f322.cha	1	01
English	3a	tʰ	taco	th:$ph	e3at09m121.cha	1	09
English	3a	ðɸ	taste	th:$ph	e3at09m121.cha	1	09
English	3a	tʰ	taste	th:$ph	e3at03f112.cha	1	03
English	3a	tʰ	tent	th:$ph	e3at05m222.cha	1	05
English	2b	tʰ	tail	th:$ph	e2bt20f122.cha	1	20
English	2a	tʰ	tickle	th:$ph	e2at05m112.cha	1	05
English	3b	tʰ	tickle	th:$kh	e3bt18f311.cha	1	18
English	2b	tʰ	teacher	th:$kh	e2bt20f121.cha	1	20
English	2b	ðɸ	taste	th:$kh	e2bt20f121.cha	1	20
English	2b	tʰ	teacher	th:$kh	e2bt11m222.cha	1	11
English	2b	tʰ	tuna	th:$kh	e2bt12f112.cha	1	12
English	3b	tʰ	tail	th:$h	e3bt23f111.cha	1	23
English	3b	tʰ	tickle	th:$d	e3bt21m221.cha	1	21
English	3b	tʰ	tickle	th:$d	e3bt22f322.cha	1	22
English	3a	tʰ	toast	th:$d	e3at08f212.cha	1	08
English	2b	tʰ	tongue	th:$d	e2bt12f112.cha	1	12
English	2b	tʰ	tepee	th:$d	e2bt14f321.cha	1	14
English	2a	tʰ	tuna	th:$d	e2at09f322.cha	1	09
English	2b	tʰ	tepee	th:+tTh	e2bt19m221.cha	1	19
English	3b	tʰ	teacher	th:+tsh	e3bt18f312.cha	1	18
English	3a	tʰ	taste	th:+tsh	e3at01f211.cha	1	01
English	2a	tʰ	tepee	th:+tsh	e2at01f321.cha	1	01
English	2a	ðɸ	tickle	th:+tsh	e2at07m311.cha	1	07
English	2b	ðɸ	torn	th:+tjh	e2bt16m322.cha	1	16
English	2a	tʰ	torn	th:+tjh	e2at03f121.cha	1	03
English	2a	tʰ	toast	th:+Th	e2at09f321.cha	1	09
English	3a	tʰ	tongue	th:#	e3at08f212.cha	1	08
English	2b	tʰ	tongue	th:#	e2bt20f121.cha	1	20
English	2b	ðɸ	thinking	T:$th	e2bt23f122.cha	1	23
English	3a	θ	thinking	T:$s	e3at02m211.cha	1	02
English	2b	θ	thimble	T:$s	e2bt18m111.cha	1	18
English	2a	θ	thinking	T:$s	e2at05m111.cha	1	05
English	3b	θ	thinking	T:$f	e3bt23f111.cha	1	23
English	3b	θ	thimble	T:$f	e3bt17m122.cha	1	17
English	3b	θ	thimble	T:$f	e3bt18f311.cha	1	18
English	3a	θ	thin	T:$f	e3at07m112.cha	1	07
English	3a	θ	thinking	T:$f	e3at05m222.cha	1	05
English	3a	θ	thinking	T:$f	e3at11m312.cha	1	11
English	3a	θ	thimble	T:$f	e3at11m311.cha	1	11
English	3b	θ	thinking	T:+Ts	e3bt20m122.cha	1	20
English	3b	θ	thimble	T:#	e3bt22f322.cha	1	22
English	2a	ðɸ	thimble	T:#	e2at10m212.cha	1	10
English	3b	ʃ	shoulder	S:$tSh	e3bt22f322.cha	1	22
English	3b	ʃ	shepherd	S:$tSh	e3bt18f312.cha	1	18
English	3a	ʃ	shop	S:$tSh	e3at02m211.cha	1	02
English	3a	ʃ	sugar	S:$tSh	e3at02m211.cha	1	02
English	2b	ʃ	shovel	S:$tSh	e2bt19m222.cha	1	19
English	2b	ʃ	shield	S:$tSh	e2bt21f211.cha	1	21
English	3b	s	soup	s:$T	e3bt23f112.cha	1	23
English	3b	s	seal	s:$T	e3bt23f112.cha	1	23
English	3b	s	seal	s:$T	e3bt24f222.cha	1	24
English	3b	s	sister	s:$T	e3bt25m212.cha	1	25
English	3b	s	seven	s:$T	e3bt19m112.cha	1	19
English	3b	s	sauce	s:$T	e3bt25m211.cha	1	25
English	3b	s	sodas	s:$T	e3bt17m122.cha	1	17
English	3b	s	sauce	s:$T	e3bt17m121.cha	1	17
English	3b	s	safe	s:$T	e3bt20m121.cha	1	20
English	3b	s	sun	s:$T	e3bt20m121.cha	1	20
English	3a	s	safe	s:$T	e3at09m121.cha	1	09
English	3a	s	sodas	s:$T	e3at07m111.cha	1	07
English	3a	s	sister	s:$T	e3at07m112.cha	1	07
English	3a	s	seal	s:$T	e3at13f112.cha	1	13
English	3a	s	sister	s:$T	e3at08f212.cha	1	08
English	3a	s	sodas	s:$T	e3at04f111.cha	1	04
English	3a	ðɸ	soccer	s:$T	e3at04f111.cha	1	04
English	3a	s	sodas	s:$T	e3at02m212.cha	1	02
English	3a	s	safe	s:$T	e3at02m211.cha	1	02
English	3a	s	soup	s:$T	e3at02m211.cha	1	02
English	2b	s	sister	s:$T	e2bt11m221.cha	1	11
English	2b	s	sodas	s:$T	e2bt21f212.cha	1	21
English	2b	s	super	s:$T	e2bt21f212.cha	1	21
English	2b	s	sodas	s:$T	e2bt18m111.cha	1	18
English	2a	s	seashore	s:$T	e2at04m221.cha	1	04
English	2a	ðɸ	soup	s:$T	e2at06m321.cha	1	06
English	2a	s	seal	s:$T	e2at10m211.cha	1	10
English	2a	s	suitcase	s:$T	e2at05m111.cha	1	05
English	2a	s	seven	s:$T	e2at07m311.cha	1	07
English	2a	s	sister	s:$T	e2at07m311.cha	1	07
English	3b	s	safe	s:$st	e3bt24f222.cha	1	24
English	3b	ʃ	shape	S:$S9	e3bt17m122.cha	1	17
English	3b	ʃ	shell	S:$s	e3bt23f112.cha	1	23
English	3b	ʃ	chute	S:$s	e3bt24f221.cha	1	24
English	3b	ðɸ	shore	S:$s	e3bt24f221.cha	1	24
English	3a	ʃ	ship	S:$s	e3at09m122.cha	1	09
English	3a	ʃ	chute	S:$s	e3at09m122.cha	1	09
English	3a	ʃ	show	S:$s	e3at09m122.cha	1	09
English	3a	ʃ	shepherd	S:$s	e3at09m122.cha	1	09
English	3a	s	same	s:$S	e3at09m122.cha	1	09
English	3a	ʃ	sugar	s:$S	e3at09m122.cha	1	09
English	3a	ʃ	shoe	S:$s	e3at09m121.cha	1	09
English	3a	s	soldier	s:$S	e3at09m121.cha	1	09
English	3a	s	sister	s:$S	e3at09m121.cha	1	09
English	3a	ʃ	shield	S:$s	e3at09m121.cha	1	09
English	3a	s	soak	s:$S	e3at09m121.cha	1	09
English	3a	ʃ	show	S:$s	e3at03f111.cha	1	03
English	3a	ʃ	shell	S:$s	e3at07m112.cha	1	07
English	3a	s	soldier	s:$S	e3at03f112.cha	1	03
English	3a	s	seal	s:$S	e3at03f112.cha	1	03
English	3a	s	super	s:$S	e3at03f112.cha	1	03
English	3a	ʃ	shepherd	S:$s	e3at08f211.cha	1	08
English	3a	ʃ	shell	S:$s	e3at04f112.cha	1	04
English	2b	ʃ	shark	S:$s	e2bt11m221.cha	1	11
English	2b	ʃ	shoe	S:$s	e2bt20f121.cha	1	20
English	2b	ʃ	chute	S:$s	e2bt20f122.cha	1	20
English	2b	ʃ	sheep	S:$s	e2bt20f122.cha	1	20
English	2b	ʃ	show	S:$s	e2bt24f111.cha	1	24
English	2b	s	sauce	s:$S	e2bt12f112.cha	1	12
English	2b	ʃ	shepherd	S:$s	e2bt18m111.cha	1	18
English	2b	overlap	show	S:$s	e2bt16m321.cha	1	16
English	2b	s	soldier	s:$S	e2bt16m322.cha	1	16
English	2a	ʃ	shoe	S:$s	e2at04m222.cha	1	04
English	2a	s	sodas	s:$S	e2at06m321.cha	1	06
English	2a	s	seal	s:$S	e2at06m321.cha	1	06
English	2a	ʃ	shepherd	S:$s	e2at10m211.cha	1	10
English	2a	s	seashore	s:$S	e2at10m212.cha	1	10
English	2a	ʃ	shore	S:$s	e2at10m212.cha	1	10
English	2a	ʃ	shape	S:$s	e2at09f322.cha	1	09
English	2a	ʃ	shell	S:$s	e2at09f322.cha	1	09
English	2a	ʃ	ship	S:$s	e2at09f321.cha	1	09
English	2a	ʃ	shore	S:$s	e2at07m311.cha	1	07
English	2a	s	same	s:$f	e2at09f321.cha	1	09
English	3b	s	soup	s:+tsh	e3bt21m222.cha	1	21
English	3b	s	seven	s:+tsh	e3bt25m212.cha	1	25
English	3a	s	same	s:+tsh	e3at11m312.cha	1	11
English	3a	s	seven	s:+tsh	e3at11m311.cha	1	11
English	2b	s	suitcase	s:+tsh	e2bt23f122.cha	1	23
English	3b	ʃ	shore	S:+StSh	e3bt23f111.cha	1	23
English	2b	ðɸ	sodas	s:+sts	e2bt24f111.cha	1	24
English	2b	s	seven	s:+sT	e2bt22m311.cha	1	22
English	3a	ʃ	ship	S:+Ss	e3at13f111.cha	1	13
English	3b	s	suitcase	s:+sj	e3bt17m122.cha	1	17
English	2b	s	soup	s:+sj	e2bt24f112.cha	1	24
English	2b	s	seashore	s:+sj	e2bt19m221.cha	1	19
English	3a	ðɸ	soldier	s:+sD	e3at04f112.cha	1	04
English	3a	s	safe	s:+sD	e3at04f112.cha	1	04
English	3b	ʃ	shoe	S:+S9	e3bt22f322.cha	1	22
English	3b	s	soldier	s:+psh	e3bt18f311.cha	1	18
English	3a	s	soak	s:+psh	e3at03f112.cha	1	03
English	3a	s	soccer	s:+ksh	e3at07m111.cha	1	07
English	3a	ʃ	shark	S:+kSh	e3at07m111.cha	1	07
English	2b	ʃ	shovel	S:+kSh	e2bt21f211.cha	1	21
English	2a	ʃ	shoulder	S:+kSh	e2at07m311.cha	1	07
English	2a	ʃ	shovel	S:+kSh	e2at07m312.cha	1	07
English	3b	ʃ	shield	S:+C	e3bt18f311.cha	1	18
English	3a	ʃ	shovel	S:+C	e3at01f211.cha	1	01
English	3a	ʃ	shield	S:+C	e3at05m222.cha	1	05
English	2a	s	seal	s:+C	e2at09f321.cha	1	09
English	3b	ʃ	shovel	S:#	e3bt23f111.cha	1	23
English	3b	s	super	s:#	e3bt24f221.cha	1	24
English	3b	ðɸ	soccer	s:#	e3bt18f312.cha	1	18
English	3a	ʃ	shore	S:#	e3at09m122.cha	1	09
English	3a	s	sun	s:#	e3at08f212.cha	1	08
English	3a	ʃ	chute	S:#	e3at05m221.cha	1	05
English	2b	noninitial	chute	S:#	e2bt19m221.cha	1	19
English	2b	s	safe	s:#	e2bt19m222.cha	1	19
English	2b	ʃ	shoulder	S:#	e2bt19m222.cha	1	19
English	2b	s	soldier	s:#	e2bt12f112.cha	1	12
English	2b	ʃ	shield	S:#	e2bt22m311.cha	1	22
English	2b	ðɸ	soup	s:#	e2bt21f211.cha	1	21
English	2b	ʃ	chute	S:#	e2bt21f212.cha	1	21
English	2b	ʃ	shop	S:#	e2bt18m112.cha	1	18
English	2a	s	seal	s:#	e2at01f321.cha	1	01
English	2a	s	safe	s:#	e2at01f321.cha	1	01
English	3b	tʷʰh	tweezers	m	e3bt16f212.cha	m	16
English	3b	s	sauce	m	e3bt23f112.cha	m	23
English	3b	s	super	m	e3bt23f112.cha	m	23
English	3b	ʃ	sheep	m	e3bt21m221.cha	m	21
English	3b	ʃ	chute	m	e3bt21m221.cha	m	21
English	3b	kʰ	cookie	m	e3bt21m221.cha	m	21
English	3b	d	digging	m	e3bt16f211.cha	m	16
English	3b	θ	thinking	m	e3bt16f211.cha	m	16
English	3b	ʃ	ship	m	e3bt16f211.cha	m	16
English	3b	overlap	ship	m	e3bt16f211.cha	m	16
English	3b	inaudible	Cupid	m	e3bt16f211.cha	m	16
English	3b	kʲʰ	Cupid	m	e3bt16f211.cha	m	16
English	3b	background	cooking	m	e3bt16f211.cha	m	16
English	3b	tʷʰh	twisted	m	e3bt16f211.cha	m	16
English	3b	s	soak	m	e3bt24f222.cha	m	24
English	3b	overlap	sodas	m	e3bt19m111.cha	m	19
English	3b	overlap	choose	m	e3bt19m111.cha	m	19
English	3b	overlap	sheep	m	e3bt19m111.cha	m	19
English	3b	overlap	chalkboard	m	e3bt19m111.cha	m	19
English	3b	overlap	suitcase	m	e3bt19m111.cha	m	19
English	3b	overlap	tweezers	m	e3bt19m111.cha	m	19
English	3b	ʃ	show	m	e3bt19m111.cha	m	19
English	3b	overlap	sugar	m	e3bt19m111.cha	m	19
English	3b	overlap	seashore	m	e3bt19m111.cha	m	19
English	3b	overlap	shepherd	m	e3bt19m111.cha	m	19
English	3b	s	soldier	m	e3bt24f221.cha	m	24
English	3b	slight	shoe	m	e3bt19m112.cha	m	19
English	3b	ðɸ	sauce	m	e3bt19m112.cha	m	19
English	3b	overlap	shield	m	e3bt19m112.cha	m	19
English	3b	ʃ	shop	m	e3bt19m112.cha	m	19
English	3b	θ	thinking	m	e3bt25m211.cha	m	25
English	3b	s	sodas	m	e3bt20m122.cha	m	20
English	3b	s	soccer	m	e3bt20m122.cha	m	20
English	3b	kʰ	car	m	e3bt22f321.cha	m	22
English	3b	ʃ	sugar	m	e3bt22f321.cha	m	22
English	3b	ʃ	sheep	m	e3bt18f311.cha	m	18
English	3b	ʃ	shoulder	m	e3bt18f311.cha	m	18
English	3b	kʷʰ	quill	m	e3bt22f322.cha	m	22
English	3b	θ	thinking	m	e3bt18f312.cha	m	18
English	3a	kʷʰ	quilt	m	e3at09m122.cha	m	09
English	3a	g	gumdrops	m	e3at09m121.cha	m	09
English	3a	ʃ	shore	m	e3at13f111.cha	m	13
English	3a	tʃ	chalkboard	m	e3at13f111.cha	m	13
English	3a	d	deck	m	e3at13f111.cha	m	13
English	3a	ʃ	chute	m	e3at03f111.cha	m	03
English	3a	overlap	chop	m	e3at03f111.cha	m	03
English	3a	kʷʰ	quick	m	e3at03f111.cha	m	03
English	3a	çould	teacher	m	e3at07m112.cha	m	07
English	3a	s	sun	m	e3at13f112.cha	m	13
English	3a	ðɸ	chart	m	e3at13f112.cha	m	13
English	3a	kʷʰ	quake	m	e3at08f212.cha	m	08
English	3a	g	golf	m	e3at08f212.cha	m	08
English	3a	kʰ	cutting	m	e3at08f212.cha	m	08
English	3a	s	sodas	m	e3at08f212.cha	m	08
English	3a	kʰ	kitchen	m	e3at08f212.cha	m	08
English	3a	s	seven	m	e3at08f212.cha	m	08
English	3a	kʰ	cone	m	e3at08f212.cha	m	08
English	3a	tʰ	taste	m	e3at08f211.cha	m	08
English	3a	s	safe	m	e3at08f211.cha	m	08
English	3a	overlap	shell	m	e3at08f211.cha	m	08
English	3a	s	soak	m	e3at08f211.cha	m	08
English	3a	kʷʰ	quilt	m	e3at08f211.cha	m	08
English	3a	d	danger	m	e3at08f211.cha	m	08
English	3a	overlap	seal	m	e3at08f211.cha	m	08
English	3a	ʃ	sugar	m	e3at08f211.cha	m	08
English	3a	θ	thin	m	e3at08f211.cha	m	08
English	3a	tʷʰh	twisted	m	e3at08f211.cha	m	08
English	3a	s	suitcase	m	e3at01f212.cha	m	01
English	3a	ðɸ	suitcase	m	e3at01f212.cha	m	01
English	3a	kʷʰ	quill	m	e3at05m222.cha	m	05
English	3a	kʲʰ	Cupid	m	e3at05m222.cha	m	05
English	3a	ʃ	show	m	e3at05m222.cha	m	05
English	3a	ðɸ	cocoa	m	e3at05m221.cha	m	05
English	3a	kʰ	cocoa	m	e3at05m221.cha	m	05
English	3a	kʰ	cocoa	m	e3at05m221.cha	m	05
English	3a	kʰ	cocoa	m	e3at05m221.cha	m	05
English	3a	ʃ	sheep	m	e3at05m221.cha	m	05
English	3a	ʃ	chute	m	e3at05m221.cha	m	05
English	3a	tʃʰ	chosen	m	e3at05m221.cha	m	05
English	3a	ðɸ	chosen	m	e3at05m221.cha	m	05
English	3a	ðɸ	color	m	e3at05m221.cha	m	05
English	3a	tʷʰh	tweezers	m	e3at05m221.cha	m	05
English	3a	tʷʰh	tweezers	m	e3at05m221.cha	m	05
English	3a	s	soccer	m	e3at05m221.cha	m	05
English	3a	d	desert	m	e3at05m221.cha	m	05
English	3a	kʷʰ	quake	m	e3at05m221.cha	m	05
English	3a	ðɸ	shore	m	e3at05m221.cha	m	05
English	3a	ʃ	shore	m	e3at05m221.cha	m	05
English	3a	s	sister	m	e3at04f112.cha	m	04
English	3a	tʃʰ	chipmunk	m	e3at04f112.cha	m	04
English	3a	tʃ	chop	m	e3at04f111.cha	m	04
English	3a	s	seashore	m	e3at04f111.cha	m	04
English	3a	ʃ	shark	m	e3at02m212.cha	m	02
English	3a	s	sister	m	e3at02m212.cha	m	02
English	3a	ðɸ	quake	m	e3at11m312.cha	m	11
English	3a	kʷʰ	quake	m	e3at11m312.cha	m	11
English	3a	s	seal	m	e3at11m312.cha	m	11
English	3a	overlap	thinking	m	e3at11m312.cha	m	11
English	3a	tʃʰ	choo	m	e3at02m211.cha	m	02
English	3a	ʃ	shield	m	e3at02m211.cha	m	02
English	3a	overlap	twisted	m	e3at02m211.cha	m	02
English	3a	overlap	shell	m	e3at11m311.cha	m	11
English	3a	tʃʰ	chalkboard	m	e3at11m311.cha	m	11
English	2b	overlap	chores	m	e2bt11m221.cha	m	11
English	2b	overlap	chess	m	e2bt11m221.cha	m	11
English	2b	tʃʰ	chart	m	e2bt20f121.cha	m	20
English	2b	ðɸ	shield	m	e2bt24f112.cha	m	24
English	2b	s	soak	m	e2bt24f112.cha	m	24
English	2b	s	sister	m	e2bt24f112.cha	m	24
English	2b	s	sister	m	e2bt24f112.cha	m	24
English	2b	d	deer	m	e2bt12f111.cha	m	12
English	2b	s	suitcase	m	e2bt12f111.cha	m	12
English	2b	tʃʰ	chores	m	e2bt12f111.cha	m	12
English	2b	θhis	ship	m	e2bt24f111.cha	m	24
English	2b	θ	thimble	m	e2bt24f111.cha	m	24
English	2b	θ	thimble	m	e2bt24f111.cha	m	24
English	2b	θ	thimble	m	e2bt24f111.cha	m	24
English	2b	tʷʰh	twisted	m	e2bt24f111.cha	m	24
English	2b	ʃ	shield	m	e2bt19m222.cha	m	19
English	2b	ʃ	sugar	m	e2bt19m222.cha	m	19
English	2b	kʰ	kitchen	m	e2bt22m311.cha	m	22
English	2b	tʰ	tuna	m	e2bt22m311.cha	m	22
English	2b	overlap	cone	m	e2bt22m311.cha	m	22
English	2b	ʃ	shore	m	e2bt22m311.cha	m	22
English	2b	tʃʰ	chart	m	e2bt22m311.cha	m	22
English	2b	tʃʰ	chosen	m	e2bt22m311.cha	m	22
English	2b	kʰ	cave	m	e2bt22m311.cha	m	22
English	2b	tʰ	torn	m	e2bt22m311.cha	m	22
English	2b	θ	thin	m	e2bt22m311.cha	m	22
English	2b	ʃ	chute	m	e2bt23f122.cha	m	23
English	2b	overlap	shovel	m	e2bt22m312.cha	m	22
English	2b	s	safe	m	e2bt22m312.cha	m	22
English	2b	ʃ	shoe	m	e2bt23f121.cha	m	23
English	2b	overlap	choo	m	e2bt23f121.cha	m	23
English	2b	kʷʰ	quick	m	e2bt14f322.cha	m	14
English	2b	ʃ	shoe	m	e2bt21f211.cha	m	21
English	2b	ʃ	shoe	m	e2bt21f211.cha	m	21
English	2b	tʷʰh	twisted	m	e2bt21f211.cha	m	21
English	2b	tʰ	tongue	m	e2bt21f212.cha	m	21
English	2b	d	deer	m	e2bt18m111.cha	m	18
English	2b	overlap	deck	m	e2bt18m111.cha	m	18
English	2b	d	danger	m	e2bt18m112.cha	m	18
English	2b	ʃ	shield	m	e2bt18m112.cha	m	18
English	2b	kʷʰ	quilt	m	e2bt16m321.cha	m	16
English	2b	d	danger	m	e2bt13m312.cha	m	13
English	2b	overlap	shoe	m	e2bt16m322.cha	m	16
English	2a	overlap	shoe	m	e2at03f121.cha	m	03
English	2a	ʃ	shoe	m	e2at03f121.cha	m	03
English	2a	s	soldier	m	e2at03f121.cha	m	03
English	2a	kʷʰ	quill	m	e2at03f121.cha	m	03
English	2a	kʰ	cone	m	e2at03f121.cha	m	03
English	2a	kʰ	car	m	e2at03f121.cha	m	03
English	2a	ʃ	shield	m	e2at04m222.cha	m	04
English	2a	g	giving	m	e2at04m222.cha	m	04
English	2a	d	donkey	m	e2at04m222.cha	m	04
English	2a	kʰ	ketchup	m	e2at04m222.cha	m	04
English	2a	d	dolphin	m	e2at03f122.cha	m	03
English	2a	overlap	seashore	m	e2at03f122.cha	m	03
English	2a	whisper	deck	m	e2at03f122.cha	m	03
English	2a	d	ditch	m	e2at03f122.cha	m	03
English	2a	d	ditch	m	e2at03f122.cha	m	03
English	2a	kʲʰ	cute	m	e2at03f122.cha	m	03
English	2a	kʰ	cougar	m	e2at03f122.cha	m	03
English	2a	ðɸ	cookie	m	e2at03f122.cha	m	03
English	2a	kʰ	cookie	m	e2at03f122.cha	m	03
English	2a	ʃ	sheep	m	e2at04m221.cha	m	04
English	2a	ʃ	chute	m	e2at04m221.cha	m	04
English	2a	d	door	m	e2at04m221.cha	m	04
English	2a	tʃʰ	chewing	m	e2at04m221.cha	m	04
English	2a	tʷʰh	tweezers	m	e2at04m221.cha	m	04
English	2a	tʃʰ	chimney	m	e2at04m221.cha	m	04
English	2a	d	deer	m	e2at04m221.cha	m	04
English	2a	s	same	m	e2at04m221.cha	m	04
English	2a	ʃ	shape	m	e2at04m221.cha	m	04
English	2a	tʰ	tall	m	e2at04m221.cha	m	04
English	2a	s	seven	m	e2at04m221.cha	m	04
English	2a	kʷʰ	quilt	m	e2at06m321.cha	m	06
English	2a	kʷʰ	quail	m	e2at06m321.cha	m	06
English	2a	kʰ	cooking	m	e2at10m211.cha	m	10
English	2a	overlap	coat	m	e2at10m211.cha	m	10
English	2a	ʃ	shoulder	m	e2at10m211.cha	m	10
English	2a	tʷʰh	twin	m	e2at10m211.cha	m	10
English	2a	tʃʰ	chipmunk	m	e2at10m211.cha	m	10
English	2a	kʲʰ	cute	m	e2at10m211.cha	m	10
English	2a	kʰ	cocoa	m	e2at10m212.cha	m	10
English	2a	tʃʰ	chimney	m	e2at09f322.cha	m	09
English	2a	s	sun	m	e2at09f322.cha	m	09
English	2a	kʷʰ	question	m	e2at09f322.cha	m	09
English	2a	tʃʰ	choo	m	e2at09f322.cha	m	09
English	2a	tʃʰ	chosen	m	e2at09f322.cha	m	09
English	2a	s	soldier	m	e2at09f322.cha	m	09
English	2a	kʷʰ	quail	m	e2at09f321.cha	m	09
English	2a	ʃ	show	m	e2at09f321.cha	m	09
English	2a	kʰ	cookie	m	e2at01f322.cha	m	01
English	2a	ʃ	shark	m	e2at01f322.cha	m	01
English	2a	ʃ	shark	m	e2at01f322.cha	m	01
English	2a	kʷʰ	quick	m	e2at01f322.cha	m	01
English	2a	s	sun	m	e2at01f322.cha	m	01
English	2a	overlap	sun	m	e2at01f322.cha	m	01
English	2a	d	digging	m	e2at01f322.cha	m	01
English	2a	tʰ	torn	m	e2at01f322.cha	m	01
English	2a	ʃ	shield	m	e2at01f322.cha	m	01
English	2a	tʃʰ	chores	m	e2at01f321.cha	m	01
English	2a	θ	thinking	m	e2at01f321.cha	m	01
English	2a	tʰ	taco	m	e2at01f321.cha	m	01
English	2a	ʃ	sugar	m	e2at01f321.cha	m	01
English	2a	ðɸ	taco	m	e2at05m112.cha	m	05
English	2a	s	soup	m	e2at05m112.cha	m	05
English	2a	tʷʰh	twisted	m	e2at05m111.cha	m	05
English	2a	kʰ	cake	m	e2at07m311.cha	m	07
